alpha,beta,gama
5.6646819249936436e-06,-0.00022375582343929214,1.716237412878522
5.516390795691929e-06,-0.00021517275303106913,1.716237412878522
5.369147075098357e-06,-0.00020694731732929093,1.716237412878522
5.232926543823596e-06,-0.00019884107694168238,1.716237412878522
5.098161311263106e-06,-0.00019097327594634904,1.716237412878522
4.961795504095751e-06,-0.00022029875296223996,1.716237412878522
4.840854847384335e-06,-0.0002894401299939933,1.7162380786687945
4.696805672554829e-06,-0.00039601322442924615,1.716239277091285
4.550122229267309e-06,-0.000536322575162607,1.7162407418298846
4.389207336039919e-06,-0.0007065534119919974,1.7162418070943206
4.210190863412262e-06,-0.0009028911272617925,1.7162431386748656
4.064992688341332e-06,-0.001121401739201099,1.7162455355198467
3.894386978754129e-06,-0.0013593434792550448,1.7162481986809368
3.715690519456313e-06,-0.0016131400003591815,1.716250861842027
3.54095282823168e-06,-0.0018807648033715271,1.7162531255289535
3.3613834436841344e-06,-0.0021595954288338966,1.7162560550061525
3.206436545079421e-06,-0.0024471282712547225,1.716259383957515
3.053468649543049e-06,-0.002741575059573909,1.7162625797508233
2.905274032197953e-06,-0.003041147912842848,1.7162659087021859
2.7942161998442537e-06,-0.0033440588200757677,1.7162691044954939
2.7131936503266745e-06,-0.003649115340491613,1.7162726997629656
2.634499070794263e-06,-0.003954887065301766,1.716275762398219
2.578622711573587e-06,-0.004260420562030034,1.7162796239817997
2.531826603597696e-06,-0.004564404275854416,1.7162832192492714
2.4929470158528392e-06,-0.00486612274230628,1.716286814516743
2.4973748828309543e-06,-0.005164742163099025,1.716290809258378
2.5111158996439044e-06,-0.00545954681368969,1.716294271367795
2.563740313884209e-06,-0.005749821489683969,1.7162983992674847
2.622419075550481e-06,-0.006035446556892268,1.7163018613769019
2.7104354401980564e-06,-0.006315230874905158,1.716304790854101
2.8224340101499513e-06,-0.006589412151655872,1.716309318227954
2.9651675746234496e-06,-0.006857036954668218,1.7163125140212623
3.134212584280601e-06,-0.00711870137429556,1.7163169082370608
3.3067503108520027e-06,-0.007373571092102647,1.716320636662587
3.510954880284041e-06,-0.0076214068397102925,1.7163242319300585
3.7228443412512295e-06,-0.007862090543374854,1.7163284929878027
3.970823686459339e-06,-0.008095740796988625,1.7163311561488928
4.217174265410098e-06,-0.008322000258428774,1.7163348845744189
4.5040398018127275e-06,-0.008540987521587596,1.7163392787902174
4.783921428259856e-06,-0.008752464358383205,1.716342341425471
5.084759356192486e-06,-0.008956670557343437,1.7163463361671063
5.402362934862717e-06,-0.009153723672063284,1.7163492656443053
5.739525423478151e-06,-0.009342907977999788,1.7163531272278858
6.0622532790871495e-06,-0.009525059874182801,1.716356323021194
6.4161829423131835e-06,-0.009700059726422731,1.7163593856564476
6.792931587787454e-06,-0.009867786860232682,1.7163625814497556
7.187843275539625e-06,-0.010028242315909956,1.7163663098752817
7.577632718183696e-06,-0.010182380046079399,1.7163697719846989
7.991639550531634e-06,-0.01032912646392657,1.716372701461898
8.392140804445006e-06,-0.010469197293994429,1.7163758972552061
8.803820682723111e-06,-0.010602712170472569,1.7163784272582416
9.224814980730215e-06,-0.010729670053063689,1.7163822888418223
9.670025652525857e-06,-0.010850310210146978,1.7163857509512395
1.0112441541240898e-05,-0.010964631601425134,1.716388280954275
1.0566036562278338e-05,-0.011072873495277342,1.716391476747583
1.101869998895558e-05,-0.011174916257514012,1.7163945393828366
1.147182768893992e-05,-0.011271595246867694,1.7163977351761448
1.1936599810469095e-05,-0.01136231333268772,1.716400398337235
1.238833265870147e-05,-0.011447429417542874,1.716403061498325
1.283866862335121e-05,-0.01152765714538151,1.716406257291633
1.3309959873571119e-05,-0.01160216219776838,1.7164090536107777
1.3767747577187126e-05,-0.011671780973733335,1.7164122494040857
1.4236711365379536e-05,-0.011736273164599886,1.7164139804587941
1.4715453338650379e-05,-0.011796235901018701,1.7164170430940477
1.5178363287374487e-05,-0.011851310280421,1.7164199725712468
1.5633821497132327e-05,-0.011901735571185968,1.716422902048446
1.6117687747341937e-05,-0.011948227497856567,1.7164255652095362
1.6578267186292547e-05,-0.011990069295592536,1.7164282283706263
1.7039312930380922e-05,-0.012028097363423725,1.7164311578478253
1.749011215242243e-05,-0.01206207243297095,1.7164335546928062
1.7922749856059036e-05,-0.012092113098126505,1.716436351011951
1.8385655741121814e-05,-0.01211833899307998,1.716438215224714
1.884111293496432e-05,-0.012141465842374336,1.7164410115438584
1.9287252153374163e-05,-0.012160896515358906,1.716443008914676
1.9719887825180102e-05,-0.012176751686520585,1.7164458052338207
2.0146003352379975e-05,-0.01218974499980773,1.7164478026046381
2.057258213697162e-05,-0.012199639267435754,1.7164508652398918
2.0997299764673525e-05,-0.012206314855215067,1.7164527294526548
2.142155007132233e-05,-0.012210368893796331,1.716454859981527
2.1822048277489705e-05,-0.012211560034205761,1.716456990510399
2.2230462495930445e-05,-0.012210011031524852,1.716459121039271
2.263468707953862e-05,-0.01220607662713318,1.7164619173584157
2.302912839849169e-05,-0.012199639267435754,1.7164640478872877
2.3415188415948962e-05,-0.012190818586622168,1.7164659121000507
2.380636864668367e-05,-0.012179970366369298,1.7164683089450319
2.4175661997488008e-05,-0.012166857418892561,1.716470173157795
2.4528656002692512e-05,-0.012151598338084248,1.7164721705286123
2.488956398833972e-05,-0.01213467062040543,1.7164745673735935
2.524162335143802e-05,-0.01211559676939504,1.71647683106052
2.5603927204752527e-05,-0.012094854281514144,1.716478961589392
2.593409968792046e-05,-0.012072443156762747,1.716480825802155
2.6269857673588267e-05,-0.012048363395140848,1.7164824236988092
2.6590246892101105e-05,-0.012022375728269257,1.7164848205437904
2.689294292917747e-05,-0.011995553742962416,1.7164866847565534
2.719237381437414e-05,-0.011967062080487771,1.7164882826532075
2.7487613032907572e-05,-0.011937141049521812,1.7164906794981885
2.7785650082267605e-05,-0.011906146431741413,1.7164925437109515
2.8065520533646073e-05,-0.01187384103936199,1.7164942747656602
2.8336077073253207e-05,-0.011840581694357723,1.7164969379267503
2.8583814122654437e-05,-0.011806010534457134,1.7164980031911863
2.8849246385322803e-05,-0.011770486462228998,1.7165001337200583
2.91002445229424e-05,-0.01173412703126831,1.7165015984586578
2.9363815628721033e-05,-0.011696696094087786,1.7165038621455844
2.9604563180632432e-05,-0.011658548392067003,1.716505859516402
2.983925994082153e-05,-0.011619686005800562,1.7165075905711105
3.007768104662076e-05,-0.011579989301098869,1.7165097210999827
3.0297472297046658e-05,-0.011539577912151518,1.7165114521546911
3.0505157900366617e-05,-0.011498689026743095,1.7165130500513452
3.070259698163971e-05,-0.011457085457089013,1.7165150474221627
3.089584236441891e-05,-0.011414884756784266,1.7165166453188168
3.108071050936363e-05,-0.011372327234505339,1.7165189090057433
3.126324611270419e-05,-0.011329173621873048,1.7165202405862883
3.1433204684224385e-05,-0.011285662146969275,1.716521971640997
3.160922014295888e-05,-0.011241792809794026,1.7165234363795965
3.1775458432530266e-05,-0.01119732842256271,1.7165250342762506
3.1932378746668995e-05,-0.011152981588926386,1.7165266321729045
3.2092560149026085e-05,-0.011108159339423591,1.716528895859831
3.224110119349967e-05,-0.011062859593459725,1.7165311595467576
3.236402491694076e-05,-0.011017441253603565,1.7165320916531392
3.248834857171048e-05,-0.010972141507639697,1.7165338227078477
3.26084785279863e-05,-0.010926365305512059,1.71653595323672
3.2716500805325524e-05,-0.010880589103384419,1.716536752185047
3.282173337916081e-05,-0.010834693267067185,1.7165384832397554
3.2933947323163264e-05,-0.010788559202668068,1.716540480610573
3.304243488972492e-05,-0.010742663366350835,1.7165422116652815
3.314906129939684e-05,-0.010696529301951715,1.7165438095619356
3.3261277275229956e-05,-0.010650396277849897,1.716545540616644
3.335858570946921e-05,-0.01060426221345078,1.7165470053552436
3.3421440391111054e-05,-0.010558366377133546,1.7165479374616253
3.351549180079327e-05,-0.010512232312734427,1.7165502011485518
3.358020967115552e-05,-0.010466336476417195,1.7165516658871514
3.364911108085834e-05,-0.010420440640099962,1.7165531306257509
3.3721277642440855e-05,-0.01037454584408003,1.7165543290482415
3.3770159424595036e-05,-0.010329007870034277,1.716556592735168
3.382556135135528e-05,-0.010283231667906637,1.716558190631822
3.38935342144439e-05,-0.010237812287753176,1.716559788528476
3.3941950707375643e-05,-0.010192990038250383,1.7165607206348577
3.399176306797469e-05,-0.0101479285203684,1.7165629843217842
3.403458796291457e-05,-0.010103106270865607,1.7165648485345473
3.408952663228305e-05,-0.010058402615255105,1.7165663132731468
3.41211744267312e-05,-0.010013937187726488,1.7165672453795282
3.4135133103404205e-05,-0.009969591394387465,1.7165693759084004
3.418354756450528e-05,-0.009925841691401809,1.7165704411728364
3.418120689557845e-05,-0.009882091988416152,1.7165721722275449
3.42137893321328e-05,-0.009838700147701973,1.71657350380809
3.423566402107918e-05,-0.009795426900880089,1.716575368020853
3.425008595514395e-05,-0.009752273288247796,1.7165757674950166
3.425425933533119e-05,-0.009709596131779276,1.7165778980238886
3.42779951811673e-05,-0.00966703860950035,1.7165789632883246
3.4293815014730047e-05,-0.009625195771467083,1.7165805611849787
3.4292404924248086e-05,-0.009583353973731114,1.7165822922396872
3.429798026759462e-05,-0.009541749363779732,1.7165830911880142
3.42839931452923e-05,-0.009500622250289423,1.7165841564524502
3.42811892189737e-05,-0.009459613730691405,1.7165864201393768
3.4250906814732875e-05,-0.009418964113662168,1.7165878848779763
3.422667926587568e-05,-0.009378789912499403,1.716589083300467
3.419592954058175e-05,-0.009338854979715825,1.7165908143551756
3.4176822205001985e-05,-0.009299158275014131,1.716592279093775
3.4150729435593724e-05,-0.009259699798394324,1.7165929448840476
3.4119987837622455e-05,-0.00922071881823559,1.7165949422548652
3.409808470304676e-05,-0.009182214294240628,1.7165960075193012
3.4066871720361065e-05,-0.009143709770245666,1.716597605415955
3.404264620333453e-05,-0.009105681702414476,1.7165986706803913
3.399979083093467e-05,-0.009068011496854765,1.7166002685770452
3.3972306257520435e-05,-0.009030579519376941,1.7166022659478628
3.3932244652285836e-05,-0.008993625038360188,1.7166031980542444
3.388473638766164e-05,-0.008956908785425323,1.7166050622670075
3.3855388625527e-05,-0.008920788622843822,1.7166061275314435
3.3804617240853776e-05,-0.008884548826072728,1.7166074591119884
3.3750121510570405e-05,-0.008849024753844593,1.7166087906925336
3.3710529258219574e-05,-0.008813737869401045,1.7166110543794602
3.3666741275544174e-05,-0.008778691293633982,1.7166119864858416
3.362854692269131e-05,-0.00874412013373339,1.7166135843824957
3.358522829289967e-05,-0.008709787722063336,1.7166151822791498
3.354470546210397e-05,-0.008675932286705703,1.7166157149113677
3.3487883285708437e-05,-0.008642195965389014,1.7166179785982942
3.3448758354410704e-05,-0.008609056254574341,1.7166195764949483
3.34026459574538e-05,-0.008576154251692902,1.7166205086013298
3.336072522716014e-05,-0.008543371883001059,1.716621573865766
3.330297247231973e-05,-0.008511185084513928,1.7166233049204744
3.3237299641544636e-05,-0.008479356148298279,1.7166249028171285
3.31902607298042e-05,-0.008447527212082627,1.716625568607401
3.3144150364677964e-05,-0.0084161752521794,1.7166267670298916
3.308313652161919e-05,-0.00838553849667048,1.7166284980846
3.303329977905216e-05,-0.00835478262712062,1.716630362297363
3.297508173498932e-05,-0.008324503213734529,1.7166311612456902
3.292477970319986e-05,-0.008294581662619918,1.7166328923003988
3.285957622530852e-05,-0.0082647797456949,1.7166338244067803
3.2780871232643945e-05,-0.008235573398974598,1.7166355554614887
3.272591224496881e-05,-0.00820660528033618,1.716636620725925
3.268492412495068e-05,-0.0081778759099283,1.7166382186225788
3.263788521321024e-05,-0.008149384767602305,1.7166390175709059
3.2591307527030906e-05,-0.008121370601588735,1.716640881783669
3.25396116594048e-05,-0.008093595183805698,1.7166418138900505
3.2484656735391e-05,-0.008066057473955899,1.7166434117867047
3.2419453257499664e-05,-0.00803887814652623,1.716644610209195
3.234586847811252e-05,-0.008011936527029796,1.7166462081058491
3.229044623304562e-05,-0.007985472403994434,1.716647273370285
3.2240609490478584e-05,-0.007959126874851364,1.7166480723186122
3.218518927724235e-05,-0.007933139207979775,1.7166504691635933
3.212138573067964e-05,-0.007907390289338722,1.7166514012699747
3.206177385078017e-05,-0.007881998712820497,1.7166532654827378
3.20058883483215e-05,-0.00785684536438416,1.7166540644310648
3.195675258733412e-05,-0.007831811650137414,1.716655662327719
3.189154910944278e-05,-0.0078072543920544414,1.716656727592155
3.184357961925748e-05,-0.007783054996242948,1.7166584586468634
3.1797239657266025e-05,-0.007758974714472397,1.716659390753245
3.175997791468869e-05,-0.007735132660783733,1.7166608554918446
3.171247371372582e-05,-0.007711529355325605,1.716662320230444
3.1661942085071135e-05,-0.007688283391990305,1.7166631191787711
3.160559129339003e-05,-0.007665276176885543,1.7166652497076431
3.154248669657631e-05,-0.007642626303903609,1.7166665812881883
3.148427068434414e-05,-0.007620095544962619,1.7166673802365153
3.1444916156181185e-05,-0.007597922648293108,1.7166684455009513
3.1366444824043164e-05,-0.007575749751623596,1.7166701765556598
3.132942080565371e-05,-0.007554053831266507,1.7166711086620414
3.1273533271364374e-05,-0.0075325961389913045,1.7166728397167499
3.122626273092805e-05,-0.007511376674797988,1.7166743044553494
3.117457092696328e-05,-0.007490276844794264,1.7166759023520035
3.112729835469629e-05,-0.007469415242872426,1.7166768344583851
3.1087476505480245e-05,-0.007448911503222068,1.7166786986711482
3.101948332408497e-05,-0.0074286454715049455,1.716679497619475
3.098082571384033e-05,-0.007408499073977417,1.716681361832238
3.09328582554857e-05,-0.007388472310639481,1.7166824270966743
3.089769742581664e-05,-0.0073688023692757235,1.7166833592030557
3.085880818687613e-05,-0.007349371696291154,1.7166848239416552
3.082387898590296e-05,-0.0073302978452807616,1.7166857560480369
3.0774978917272784e-05,-0.007310986286337135,1.7166876202608
3.0746102539852586e-05,-0.007292270297598222,1.7166885523671813
3.0721881086487386e-05,-0.0072735543088593094,1.71669028342189
3.0693472030120285e-05,-0.007254957954309991,1.716692147634653
3.064759735735126e-05,-0.007236957169965387,1.716693212899089
3.0601726748243576e-05,-0.007218956385620783,1.7166946776376886
3.057681040879073e-05,-0.007201194349506715,1.7166957429021246
3.0547702402674636e-05,-0.007183432313392648,1.7166966750085062
3.051416906936877e-05,-0.00716602761940141,1.71669827290516
3.0478540918646617e-05,-0.007148742039451114,1.7167000039598688
3.0444775956644867e-05,-0.007131576093690412,1.7167008029081958
3.040216440392488e-05,-0.007114767490052539,1.7167024008048497
3.0379808171110744e-05,-0.007097958886414665,1.7167035992273403
3.034301781324784e-05,-0.007081508145048271,1.716705330282049
3.031390777530109e-05,-0.0070650574036818774,1.716706395546485
3.0281774373323853e-05,-0.00704884489039737,1.7167073276528664
3.026896368097694e-05,-0.007032990239384342,1.7167083929173024
3.0237992486140454e-05,-0.0070170159541817195,1.7167099908139565
3.0217733102573268e-05,-0.007001280417209634,1.7167110560783925
3.01930483918163e-05,-0.0069856639942784925,1.7167134529233736
3.0152066367290165e-05,-0.006970285799429236,1.7167138523975372
3.0121097204284344e-05,-0.006954908124728629,1.7167155834522456
3.008826282072746e-05,-0.0069400069061917955,1.7167163824005727
3.0051005141811457e-05,-0.006925224801695905,1.7167181134552814
3.003447213568507e-05,-0.006910323583159071,1.7167191787197174
3.000047351315677e-05,-0.006895780226893716,1.7167195781938809
2.997579083423047e-05,-0.006881236870628362,1.7167217087227529
2.9944590042528766e-05,-0.006866931742444893,1.7167227739871889
2.9924560255826798e-05,-0.006852626614261424,1.7167245050418976
2.9891028954351597e-05,-0.006838678828200785,1.7167255703063335
2.9854939578068342e-05,-0.006824731562288796,1.716726502412715
2.9838402508280624e-05,-0.0068110225244586925,1.716728100309369
2.9796489905309622e-05,-0.006797432600669532,1.716729165573805
2.9760861754587468e-05,-0.006783842676880372,1.7167307634704592
2.9736646396714266e-05,-0.006770490981173098,1.7167316955768406
2.9718248170036817e-05,-0.006757258919655417,1.7167328939993312
2.969659291880233e-05,-0.006744145972178679,1.7167344918959853
2.9662827956800578e-05,-0.006731033024701941,1.7167355571604213
2.963721469942941e-05,-0.006717920077225203,1.7167366224248573
2.9620679661472357e-05,-0.006705522334142774,1.716738353479566
2.958854829132579e-05,-0.0066928858428298085,1.716739152427893
2.9567819554874838e-05,-0.006680368985706436,1.7167407503245469
2.9530565939620166e-05,-0.006667852128583064,1.7167422150631464
2.9504253732500015e-05,-0.006655573499541577,1.7167436798017461
2.947630793352468e-05,-0.006643056642418204,1.7167447450661821
2.9447900908988244e-05,-0.006631374103730083,1.7167455440145092
2.9439285946965895e-05,-0.006619333702770483,1.7167472750692176
2.9414135946986493e-05,-0.006607293821959533,1.7167475413853266
2.9386425840368372e-05,-0.006595730397312355,1.7167494055980896
2.9371756022962387e-05,-0.006584047858624234,1.7167510034947437
2.934031953890347e-05,-0.0065726040681666495,1.7167524682333433
2.9330073016856605e-05,-0.006561159757560414,1.7167537998138884
2.930888305484455e-05,-0.00654971544695418,1.7167547319202698
2.928606356463865e-05,-0.00653850988457848,1.716756329816924
2.9260679904132697e-05,-0.006527304322202782,1.7167576613974689
2.9248104904142998e-05,-0.006516217873868026,1.7167591261360684
2.922971074112688e-05,-0.006505250539574214,1.71676005824245
2.9209918678612794e-05,-0.006494402319321344,1.7167612566649406
2.918802976685176e-05,-0.0064835546192171245,1.7167628545615945
2.917848016272321e-05,-0.006472825513005198,1.716763254035758
2.916939787964776e-05,-0.006462096926941922,1.7167648519324121
2.915798508679881e-05,-0.006451606568960532,1.7167659171968481
2.914587740786221e-05,-0.0064411162109791415,1.7167675150935022
2.911840096177064e-05,-0.0064308640810796375,1.7167691129901563
2.910443009411364e-05,-0.006420254609057304,1.7167697787804288
2.9076254698273086e-05,-0.006410359821280629,1.7167717761512464
2.908416867871579e-05,-0.0064001082115297744,1.7167731077317914
2.9071128389503652e-05,-0.006390094309712157,1.7167737735220638
2.9062277735124088e-05,-0.006380080928043189,1.716775105102609
2.9048538496162968e-05,-0.006370186660415164,1.716776170367045
2.9029674980263085e-05,-0.006360411506828082,1.7167776351056445
2.90205947290183e-05,-0.006350397605010463,1.7167792330022986
2.9010813496193868e-05,-0.006340980313694861,1.7167802982667346
2.9014304181277453e-05,-0.006331324274148722,1.7167814966892252
2.9017329577138604e-05,-0.006321787348643527,1.7167822956375522
2.900591881612032e-05,-0.006312370057327924,1.7167834940600426
2.9008478922759036e-05,-0.006302952245863671,1.7167850919566967
2.901173797914674e-05,-0.006293534954548069,1.7167861572211327
2.9014995003703772e-05,-0.006284236777273409,1.7167876219597324
2.9016622500066957e-05,-0.006275057193891043,1.7167885540661139
2.901801836773426e-05,-0.00626563990257544,1.7167902851208223
2.9007306556464958e-05,-0.0062568181814645525,1.7167913503852585
2.9009399342050577e-05,-0.00624775875242043,1.7167924156496945
2.9012658398438277e-05,-0.006238698803227656,1.716793880388294
2.901661640457496e-05,-0.006229877082116768,1.716795211968839
2.9021037668103414e-05,-0.006220936246964938,1.7167966767074385
2.901149009580553e-05,-0.006212115046002701,1.7167972093396566
2.899425813993016e-05,-0.00620353207312235,1.716798940394365
2.8987737995324094e-05,-0.0061947103520114625,1.7168005382910192
2.898238005785878e-05,-0.0061861273791311115,1.7168014703974008
2.899076135935458e-05,-0.0061775444062507606,1.7168025356618368
2.8998441679270732e-05,-0.006168961433370409,1.7168034677682182
2.8998208018744183e-05,-0.006160497574531001,1.7168050656648723
2.9007054609462418e-05,-0.006152152829732536,1.7168069298776354
2.901729706784795e-05,-0.006143688970893128,1.716807861984017
2.9014035979629588e-05,-0.006135344226094663,1.716809459880671
2.901263808013162e-05,-0.0061269994812961975,1.7168103919870525
2.9013103369354053e-05,-0.006118773850538676,1.716811324093434
2.9004252714974488e-05,-0.00611078696801169,1.716813188306197
2.900634753239077e-05,-0.006102561857402818,1.7168143867286876
2.902474169540689e-05,-0.006094455340686239,1.7168154519931236
2.902869766971291e-05,-0.006086229709928717,1.7168170498897777
4.815655270736692e-05,-0.006078004599319845,1.7168379557043347
9.994019948188753e-05,-0.0060696598545213806,1.7168938820872266
0.00019373586670188246,-0.00606071901936955,1.7169997427405572
0.00033580449020807936,-0.006050705637700582,1.7171665897828505
0.000530144282002374,-0.006039500075324883,1.7174061411229031
0.0007791263071983518,-0.0060269826980528605,1.7177267857181489
0.0010838682677178637,-0.006012677569869392,1.718136113577694
0.0014446208101918242,-0.0059963459425439415,1.718642646817027
0.0018610648234232091,-0.005977868702035565,1.7192495812294561
0.002332359552137218,-0.005956887986072785,1.7199643736660333
0.002857376013688145,-0.005933522908696543,1.7207908857103396
0.003434806294294543,-0.005907297013743067,1.721732712629846
0.004063142743093211,-0.005878567123186537,1.7227913191631525
0.004740838177923515,-0.005846738707119537,1.72397176531633
0.005466301984212514,-0.005811810205096117,1.7252747168796514
0.006237910778022291,-0.00577390177145452,1.7267025706980974
0.007054012567239154,-0.005733012886046097,1.7282559925619405
0.007913001132830652,-0.00568890532078896,1.729934449838963
0.008813267655021077,-0.00564193693795459,1.7317407388483093
0.009753183548386007,-0.005591749875271506,1.7336732616933253
0.010731184725933672,-0.005538821109052133,1.7357324178481746
0.011745730507361569,-0.00548243491475351,1.737917940996748
0.012795278131772595,-0.005423307016918596,1.7402291653487734
0.01387832124867517,-0.005361437415547393,1.7426624956367787
0.01499336391055073,-0.0052968261106398976,1.7452203287057453
0.016138936177313223,-0.005229711330277998,1.7478988029720925
0.017313607640174037,-0.005159735212190215,1.7506983179099838
0.01851603319472322,-0.0050873752528376205,1.7536160772002747
0.01974481572168578,-0.005012630932071565,1.7566492845238204
0.020998659010624907,-0.004935740998122584,1.7597978067225666
0.022276279334671398,-0.004856705450990677,1.763059246951532
0.023576488674307724,-0.0047756428845681384,1.7664302762593544
0.02489808652644875,-0.004692673453193211,1.7699102288557609
0.026240028432604458,-0.00460803486479913,1.7734967078957706
0.02760121583882519,-0.004521727119385897,1.7771873165344025
0.028980637576134564,-0.004433631623061217,1.7809800574008388
0.03037724294425875,-0.004344105457873595,1.7848730662823167
0.03179010191741083,-0.004253387111979243,1.7888635468596914
0.033218176278884584,-0.004161238357296273,1.792950167552418
0.03466057137300132,-0.004068135910062784,1.7971294662510793
0.03611632180386588,-0.003973960656237833,1.8014009103234574
0.03758457660828621,-0.0038787123357470936,1.8057618366084622
0.03906439951869157,-0.003782749070936371,1.8102087829966764
0.04055486675107883,-0.003685831853500804,1.8147428147525364
0.042055096133336925,-0.0035884379198271392,1.8193578066055347
0.043564272072382,-0.0034903285216848416,1.8240534922395624
0.04508148326777855,-0.0033917424073044464,1.8288286732321288
0.046605851708604686,-0.0032925604626450108,1.8336798874738174
0.048136499383938526,-0.003192782167557885,1.8386058033840824
0.049672643990209854,-0.0030931232465860273,1.8436038909598886
0.051213390871739976,-0.0029926297471045927,1.8486717533562549
0.052757828728093384,-0.0028920171335822154,1.8538085916248541
0.054305183578078266,-0.0027906893156655296,1.859011343130433
0.05585456076601593,-0.00268900389555169,1.8642777441860647
0.05740512805406572,-0.0025866030109692162,1.8696067295273133
0.05895614058936026,-0.0024837254101486455,1.8749956359930886
0.0605072862827093,-0.0023806093211718635,1.8804428656867367
0.06205822391659818,-0.002277374118154139,1.885948019134094
0.06360862891826904,-0.0021742581592145193,1.8915083000160158
0.06515820584328846,-0.0020716189165129973,1.8971231757002844
0.06670665924722301,-0.001969337406045792,1.9027906488160822
0.06825379771536931,-0.0018680094580919434,1.9085105862053542
0.0697992342571315,-0.0017677544467667203,1.9142807241811743
0.07134279826375223,-0.001667976281716757,1.920099864321052
0.07288414435652761,-0.001569628655492573,1.9259680066249871
0.07442298541340266,-0.0014723538358598516,1.9318818221416172
0.07595911337491718,-0.0013763904410119664,1.9378409113967785
0.07749223695782693,-0.001281618966796487,1.9438447417582532
0.07902208984602296,-0.0011883974055220553,1.9498921148035504
0.08054853888145072,-0.0010966062530362402,1.9559809000037987
0.08207122620183875,-0.0010063647534171475,1.962110964200943
0.08358994374772687,-0.0009174346135643098,1.968280842656384
0.0851045583610606,-0.0008301734356748814,1.9744898695798494
0.08661476211383887,-0.0007444619756707567,1.9807359144424668
0.08812045513752083,-0.0006601809894738301,1.9870193767183997
0.08962137111599745,-0.0005774497861807885,1.993338392194885
0.09111733527932221,-0.0004962682357544693,1.9996920287655418
0.09260824775895422,-0.0004167556472915593,2.006079620640097
0.09409389217305493,-0.00033843514200750823,2.0125002357121686
0.09557410207405619,-0.000261783582432221,2.0189522760851037
0.09704872765914668,-0.00018668174074223752,2.0254362743911196
0.09851774396119121,-0.0001130103972414201,2.0319508990496717
0.09998095124310799,-4.065036474292177e-05,2.0384940195318872
0.10143827460349139,3.039836691241078e-05,2.045065502679712
0.10288958088428689,9.965896160847109e-05,2.051665481651201
0.10433478686171041,0.00016784667047167284,2.0582932906560814
0.10577375937770747,0.00023496149959750806,2.064946266533263
0.10720650675465648,0.00030040739926922466,2.0716249419149633
0.10863288751212452,0.000364899622645067,2.0783285178528565
0.11005287668297636,0.00042831894190157476,2.0850559290825057
0.11146631614202229,0.0004900693642132546,2.0918073087619655
0.11287324750115434,0.0005512236961715691,2.0985811921526367
0.11427363747085888,0.000611066798400791,2.1053770466223005
0.11566738618259503,0.0006694793618042336,2.112194605854849
0.11705455189301164,0.0007275342579919406,2.119033470376118
0.11843498479929741,0.000784039436294344,2.1258920422894536
0.11980870986858753,0.0008399485892619633,2.1327699221206924
0.12117565219947636,0.0008953808959543228,2.1396676425020518
0.12253593662764,0.0009491443057018543,2.1465829397466063
0.12388946328453754,0.001002430869174126,2.153517411751009
0.12523617391352018,0.0010540484706829886,2.1604683953541706
0.12651687143698248,0.001098751996256328,2.167471976388861
0.12612562810571462,0.00023543832961812254,2.1743975268036118
0.12616376124357317,-0.0003250837063745592,2.1813596956833514
0.12613488259050262,-0.000848531692179477,2.188301491380752
0.12618450061056216,-0.0013077258777461822,2.1951579327652153
0.12632199462421592,-0.0017024278074277547,2.2019296856270145
0.12653707817175344,-0.0020371673908019996,2.208622875236656
0.1268281450341423,-0.0023208855930579096,2.215243493706593
0.12711103932093595,-0.0025284288056848223,2.2218016610489677
0.1272371067090376,-0.002606510920340534,2.2283090951725764
0.1273967216044958,-0.00263583638110178,2.2347580729102576
0.12759336276148453,-0.002623081035822196,2.241151257423102
0.12773719842748402,-0.002604126819001398,2.247540979826529
0.12781522072504495,-0.002572893973139113,2.2539269738044303
0.12782724656184233,-0.0025290248960381876,2.260309771989023
0.12777423301139293,-0.0024721619855014674,2.266688575431981
0.12765791112840533,-0.002402663103800432,2.2730641830816305
0.12747878857796227,-0.0023208855930579096,2.2794365949379722
0.12734555562205266,-0.002186179056021689,2.2857458898764786
0.12727852718636673,-0.0020064113912149745,2.2919928668454776
0.12727139490807235,-0.0017882584464914036,2.298181786902713
0.12731450482821802,-0.0015352963738596809,2.3043198405831276
0.12740054157618438,-0.001253247198585761,2.3104083594672664
0.12751998435107445,-0.0009453296005183572,2.3164513382967655
0.1276659588683244,-0.0006166696446072216,2.3224482444394057
0.12773930398922087,-0.0003054141876315805,2.3284499442720086
0.12708436609814314,-0.0006749629639325585,2.3343661566336196
0.12649185436749252,-0.0009135007293212884,2.340200876265874
0.12601039645429823,-0.001081943457637036,2.345947711582156
0.1256244295109401,-0.0011900663024668832,2.3516090594274464
0.1253163766742236,-0.0012462138785721323,2.3571859850661814
0.12511009820304014,-0.0012750624930581182,2.362708848534788
0.1249858034815391,-0.0012878178383377017,2.3681707256144313
0.12491766816952511,-0.0012927054151312426,2.3735556373385713
0.124883721188005,-0.0012977122360028892,2.378848936321213
0.1248611758649018,-0.001308321838062385,2.384029849905853
0.12483188941528933,-0.0013310908250852617,2.3890762738554443
0.12477911721381374,-0.001369476235039281,2.3939661039329385
0.12469071691037992,-0.0014263390155388384,2.398675904320744
0.12455846599512226,-0.0015032290795249821,2.4031870328912293
0.12437685505353567,-0.0016002654110014924,2.407483510677854
