alpha,beta,gama
0.00017276880464117512,-0.011891603075476058,1.023200938457357
0.00016894632973721264,-0.011853098551481096,1.0232032021442836
0.00016522768950758747,-0.011813758668753583,1.0232053326731556
0.00016161475323651204,-0.011773466913995825,1.0232068639907825
0.00015809497233779525,-0.011732816256669287,1.023208595045491
0.0001546576187455225,-0.011691211646717905,1.0232105924163086
0.00015132642424186857,-0.011648892352520864,1.0232128561032352
0.00014806510845846764,-0.011606334830241937,1.023214387420862
0.00014491369033211034,-0.011563181217609646,1.0232166511077885
0.00014182888374229564,-0.011519311880434395,1.023218115846388
0.00013883253493234064,-0.011475085721284967,1.0232197803220693
0.00013591584201180174,-0.01143062029375635,1.0232211784816416
0.00013307552966964592,-0.01138520195390019,1.0232234421685682
0.00013029667614146464,-0.011340260070207803,1.0232256392764676
0.0001276207389001598,-0.011294483868080163,1.0232271705940943
0.00012499838509716946,-0.01124858803176293,1.0232289682278302
0.00012244120429461046,-0.011202453967363812,1.0232303663874023
0.00011996181009725516,-0.011155843446800921,1.0232324969162745
0.0001175434195838053,-0.011109351520130322,1.0232340948129284
0.00011518882855325683,-0.011062859593459725,1.02323502691931
0.00011289245353494051,-0.01101612943870724,1.023237157448182
0.00011065243337196663,-0.010969280690062463,1.0232389550819179
0.00010846828855229811,-0.010922312307228094,1.0232412187688444
0.00010633910068847404,-0.010874986062122245,1.0232420842961987
0.00010426720232209862,-0.010828375541559354,1.0232440816670163
0.00010224559582835933,-0.01078128752453539,1.0232457461426976
0.00010027009563608495,-0.010734199507511427,1.0232474106183789
9.839053036051984e-05,-0.010687231124677055,1.0232490750940602
9.653145406538712e-05,-0.010640262741842686,1.0232507395697414
9.473245493937632e-05,-0.010593532587090202,1.023252204308341
9.297397864416123e-05,-0.010546802432337717,1.0232538687840222
9.126067400830483e-05,-0.010500191911774827,1.0232555332597035
8.95930042891989e-05,-0.01045369998510423,1.0232570645773305
8.795886790339885e-05,-0.010407447326812818,1.0232586624739846
8.638015173083503e-05,-0.010361193628224106,1.0232609261609111
8.483076706576052e-05,-0.010315298832204174,1.0232619914253471
8.332144197408993e-05,-0.010269402995886941,1.0232633895849192
8.18605394708431e-05,-0.010223865021841187,1.0232650540606008
8.043923328360843e-05,-0.010178446681985028,1.023266718536282
7.905006253018166e-05,-0.010133265529913452,1.0232681832748816
7.770698995089713e-05,-0.010088443280410657,1.0232698477505628
7.64067646166898e-05,-0.010043501396718271,1.0232712459101352
7.513633404736355e-05,-0.009999155603379247,1.0232723111745712
7.38761601592375e-05,-0.009954928403932518,1.0232745748614978
7.265044611920084e-05,-0.009911178700946861,1.0232755735469066
7.146618142474343e-05,-0.009867428997961203,1.0232778372338331
7.032104166158375e-05,-0.009824037157247025,1.0232789024982691
6.91963827515338e-05,-0.00978076391042514,1.0232804338158958
6.810945087328364e-05,-0.009738086753956621,1.0232819651335228
6.704626296819223e-05,-0.00969576745975958,1.0232836961882312
6.601614920267626e-05,-0.009653567799752133,1.0232853606639125
6.50167689078089e-05,-0.009611606367826571,1.023286292770294
6.404159990715339e-05,-0.009570121392064783,1.0232879572459754
6.3076220266645e-05,-0.00952887464438488,1.0232894885636021
6.214063132735634e-05,-0.009487985758976457,1.0232911530392834
6.123346769908011e-05,-0.009447454735839512,1.0232921517246922
6.034538296075433e-05,-0.009407281574974048,1.023293683042319
5.950434322966098e-05,-0.009367346642190468,1.0232953475180002
5.8676802981510194e-05,-0.009327768531381068,1.0232970119936815
5.787953701027758e-05,-0.009288549323140449,1.023298676469363
5.708553009543267e-05,-0.009249567302684414,1.0233001412079625
5.6312012161020155e-05,-0.009211062778689452,1.0233012064723985
5.556015354150346e-05,-0.009172796482776375,1.0233030041061342
5.483110831670067e-05,-0.009135126277216665,1.0233044022657065
5.411952464463847e-05,-0.009097575705846548,1.023305600688197
5.342914109374165e-05,-0.009060381956450609,1.0233072651638784
5.276016897439943e-05,-0.00902354710962345,1.023308463586369
5.210983280592255e-05,-0.00898706908477047,1.0233103943781592
5.146950543530465e-05,-0.008951067516081263,1.0233113264845408
5.085386074361305e-05,-0.00891530417547394,1.023312990960222
5.024333626519889e-05,-0.0088798997374354,1.0233143891197944
4.966052595706418e-05,-0.008844732487181442,1.0233155875422848
4.909214977397824e-05,-0.008810042733388559,1.023317185438939
4.852656938988823e-05,-0.008775472613785269,1.023318250703375
4.7969368275463355e-05,-0.008741617178427636,1.0233199151790562
4.742986034247495e-05,-0.008707880336962296,1.0233215796547377
4.692295922800888e-05,-0.008674620991958029,1.0233229778143098
4.641465615038351e-05,-0.008641599875035648,1.0233241762368004
4.5929873544543694e-05,-0.008608698392302862,1.0233258407124817
4.5458826114003666e-05,-0.008576631228005324,1.0233273054510812
4.4991037739851334e-05,-0.008544683177748731,1.0233282375574628
4.453419686932552e-05,-0.008512973355574025,1.0233300351911987
4.409528487259339e-05,-0.008481621395670796,1.0233311004556347
4.3671973271712114e-05,-0.00845074589193134,1.0233325651942342
4.3258906161047035e-05,-0.008420109136422422,1.0233342296699155
4.2848163464663464e-05,-0.008389711129144039,1.023335161776297
4.246886131600014e-05,-0.008359669943839835,1.0233369594100328
4.20753526073226e-05,-0.00832998714095576,1.0233384907276597
4.1690926181720506e-05,-0.008300422931963978,1.02333968915015
4.133234464218547e-05,-0.008271336219433269,1.0233413536258313
4.0972832524205566e-05,-0.008242845077107274,1.0233428183644309
4.061494993441951e-05,-0.00821435393478128,1.0233437504708125
4.027313099787607e-05,-0.008186339768767708,1.0233454149464938
3.994458804290199e-05,-0.008158325602754138,1.0233464802109298
3.9631178162725655e-05,-0.00813090752709393,1.0233480115285567
3.9310319591329056e-05,-0.008103966427746146,1.023349209951047
3.899830761065069e-05,-0.008076786580167826,1.0233508744267286
3.869816964838237e-05,-0.008050321936983814,1.0233518731121372
3.839523995077946e-05,-0.008024096042030339,1.023353404429764
3.811326655466205e-05,-0.007997989261117805,1.0233552020635
3.7840603006654636e-05,-0.007972239822328102,1.0233561341698814
3.7590293659630695e-05,-0.007946967879999472,1.0233575989084809
3.7337659898325245e-05,-0.007921814531563133,1.0233587973309715
3.7084558815966705e-05,-0.00789689993135733,1.0233603286485982
3.6854738449375165e-05,-0.007872342673274357,1.023362126282334
3.6609785007985876e-05,-0.007848024163421922,1.0233630583887157
3.6366696787147644e-05,-0.007823943881651372,1.023364722864397
3.612314124525632e-05,-0.0078001018279627065,1.0233655883917512
3.59070601176259e-05,-0.007776617636545522,1.023366853393269
3.569261258185066e-05,-0.007753490787251165,1.0233683181318685
3.5481188410105905e-05,-0.007730483572146403,1.023369516554359
3.5273258987106066e-05,-0.007707714585123526,1.0233709147139314
3.5082559488150925e-05,-0.0076851838261825355,1.0233721131364217
3.487346785801034e-05,-0.007663010929513024,1.0233737776121032
3.46785746605613e-05,-0.007641076781074049,1.0233752423507028
3.4503471493795685e-05,-0.007619261226527368,1.0233763076151388
3.431952579997316e-05,-0.007597684420211221,1.02337797209082
3.4133487320565025e-05,-0.007576345841976961,1.023379037355256
3.397654871995031e-05,-0.007555484240055124,1.0233799694616377
3.3812391024980544e-05,-0.007534741752174229,1.023381633937319
3.364707112287003e-05,-0.007514238012523871,1.0233826326227276
3.3474300497708576e-05,-0.007493733752724863,1.023384297098409
3.3310845816149126e-05,-0.007473587355197334,1.023385362362845
3.3169739240081144e-05,-0.007453917933982227,1.0233868936804718
3.30235144825664e-05,-0.007434129398726177,1.0233880921029623
3.287728566139031e-05,-0.007414698205592957,1.023389623420589
3.274130539409177e-05,-0.007395624874731215,1.0233906886850253
3.259228686941175e-05,-0.007376312795638938,1.0233922865816791
3.2463519600976256e-05,-0.007357715920940968,1.0233939510573604
3.234453966085719e-05,-0.007339000452350706,1.0233950163217964
3.222765250632374e-05,-0.007320642325883273,1.023396680797478
3.212193635679004e-05,-0.007302402793308133,1.0233976129038593
3.1991309963295474e-05,-0.007284402529112179,1.0233992773795406
3.1874654437457907e-05,-0.0072665208588085185,1.0234002760649494
3.1747754421404145e-05,-0.007248877936735394,1.02340147448744
3.163482933666872e-05,-0.007231473762892806,1.0234028726470124
3.152539087335554e-05,-0.007214307296983453,1.0234040710695027
3.14303885669218e-05,-0.007197260465263694,1.023405469229075
3.133515463179217e-05,-0.007180213633543935,1.0234066676515656
3.1245040909939976e-05,-0.007163524143947005,1.0234082655482197
3.116005349685722e-05,-0.007147073402580611,1.023409930023901
3.107692724066419e-05,-0.00713074177525516,1.023410995288337
3.0985653343501915e-05,-0.007114529261970652,1.0234119273947184
3.090974414983328e-05,-0.007098435862727088,1.0234135918704
3.082615260441782e-05,-0.00708258121171406,1.0234147902928903
3.073557562517386e-05,-0.007066845674741974,1.0234162550314898
3.0636846941299315e-05,-0.007051348365851775,1.0234171871378714
3.0555352245130804e-05,-0.0070359701710025185,1.023418385560362
3.0475251384798932e-05,-0.007020830724383798,1.0234200500360433
3.0401441072207908e-05,-0.007005691277765078,1.0234209821424247
3.0335081482667815e-05,-0.006990551310997708,1.023422646618106
3.027034938949091e-05,-0.006976007954732353,1.0234238450405966
3.020864472400582e-05,-0.006961464598466999,1.0234249103050326
3.0154157121045117e-05,-0.0069469207220529934,1.023426375043632
3.009268408425591e-05,-0.006932496479828582,1.0234274403080683
3.0025859205493386e-05,-0.00691843009987565,1.023429237941804
2.9952745810820678e-05,-0.006904363199774067,1.0234303032062402
2.9884986289951956e-05,-0.006890415933862078,1.0234312353126216
2.9840046259289136e-05,-0.006876706896031975,1.0234328997883029
2.9776712065610195e-05,-0.006863116972242815,1.0234338984737117
2.9731075117029056e-05,-0.006849288820371768,1.023435562949393
2.9667273602297017e-05,-0.0068360562387054374,1.0234364950557746
2.962187031424243e-05,-0.0068228241771877566,1.023437427162156
2.9575065063028543e-05,-0.006809711229711019,1.0234393579539462
2.9511265580127168e-05,-0.0067967173962752234,1.023439557691028
2.9489376668366133e-05,-0.006783842676880372,1.0234417547989274
2.9440013342344197e-05,-0.00677096795748552,1.023442953221418
2.939530494037726e-05,-0.006758331986321205,1.0234438853277994
2.9337095023637085e-05,-0.006745815129197833,1.02344508375029
2.930007100524763e-05,-0.006733417386115403,1.0234464819098623
2.9258156370445963e-05,-0.0067212578711148595,1.0234481463855436
2.9213685692666905e-05,-0.006708979242073373,1.0234493448080342
2.9177124931669223e-05,-0.00669681972707283,1.023450343493443
2.913428175025335e-05,-0.006684898960302822,1.0234520079691243
2.9100986141135364e-05,-0.006672739445302279,1.0234530732335603
2.9074204581131444e-05,-0.006661176540803751,1.023454604551187
2.9043469078652175e-05,-0.00664949400211563,1.023455669815623
2.9009939809007637e-05,-0.006637930577468453,1.0234568682381135
2.898735194749762e-05,-0.006626367152821274,1.023458332976713
2.8947999451165335e-05,-0.0066150424764046326,1.0234592650830947
2.889328225133941e-05,-0.006603479051757455,1.0234610627168306
2.887348815699466e-05,-0.006592392603422699,1.023462261139321
2.8865102791837527e-05,-0.006581544383169829,1.0234631932457026
2.8843912829825476e-05,-0.006570457934835074,1.023464591405275
2.880782345354222e-05,-0.006559490600541261,1.0234657898277655
2.8792686315083136e-05,-0.006548762014477985,1.0234669216712287
2.877568801973432e-05,-0.006538032908266058,1.0234684529888554
2.8741923057732566e-05,-0.006527423436243725,1.023469651411346
2.8730512296714284e-05,-0.006516813964221392,1.0234705835177276
2.8694420888600363e-05,-0.006506323606240001,1.0234722479934089
2.8674163536863844e-05,-0.006495713614069018,1.0234737127320084
2.8671833027090346e-05,-0.006485581118359107,1.0234748445754716
2.8658327448655778e-05,-0.006475328988459603,1.0234765756301802
2.863923230406001e-05,-0.006464838630478213,1.023477041683371
2.8619206581019375e-05,-0.006454944362850188,1.023479172212243
2.8612450744056093e-05,-0.0064450500952221625,1.0234796382654339
2.8604532699952057e-05,-0.006435155307445487,1.0234813027411152
2.858590487640939e-05,-0.0064252610398174625,1.0234828340587419
2.856355067542592e-05,-0.006415366772189438,1.0234839659022053
2.8540499556524136e-05,-0.006405710732643299,1.0234856303778865
2.8531183612922137e-05,-0.006396174327286753,1.0234860964310772
2.853141524161802e-05,-0.006386160425469135,1.0234874945906496
2.8520469769822168e-05,-0.006376743134153533,1.0234894253824398
2.85102232477753e-05,-0.006367444436730223,1.0234903574888214
2.8509522266195654e-05,-0.006358146259455563,1.0234914227532574
2.8498810454926352e-05,-0.006344914197937882,1.0234930206499115
2.8511846680477155e-05,-0.006325125142533182,1.0234934867031023
2.8512305874207592e-05,-0.006298303157226341,1.0234951511787835
2.8514394596131878e-05,-0.006263970745556287,1.0234963496012741
2.8518811795999e-05,-0.0062229627461069205,1.0234972817076555
2.8526254391727272e-05,-0.006175160044837299,1.0234978809189008
2.8526711553627042e-05,-0.006121516074223616,1.0234982138140372
2.8529493129808317e-05,-0.0060625072904296464,1.0234994122365275
2.853483887628964e-05,-0.0059987303039574025,1.0234998782897184
2.8540647880162728e-05,-0.005931019433242138,1.0235004109219363
2.8547621123007234e-05,-0.0058594937923247955,1.023500277763882
2.8554825994547626e-05,-0.005784869105748333,1.0235014761863725
2.8560401337894166e-05,-0.005707383081445986,1.023501609344427
2.857203153662434e-05,-0.005627870037853007,1.0235020753976176
2.8570853074838264e-05,-0.00554609278718481,1.023502408292754
2.8564320739248203e-05,-0.0054628846075793465,1.023502408292754
2.8561980070321374e-05,-0.005378246019185265,1.0235030075039993
2.8551955017817064e-05,-0.00529265399831499,1.0235036067152445
2.8523535802296632e-05,-0.0052063462529017565,1.02350347355719
2.848626999605797e-05,-0.005119323303094214,1.0235036067152445
2.843713017140925e-05,-0.005032062125204785,1.0235043390845442
2.8386358786736017e-05,-0.004944562719233471,1.0235043390845442
2.8321386937540564e-05,-0.004857062793113507,1.0235043390845442
2.825711200626343e-05,-0.0047695633871421925,1.0235046719796805
2.8185853672988458e-05,-0.00468254043733465,1.0235046719796805
2.8098994943862637e-05,-0.004595518007675757,1.0235054043489804
2.8007830765556304e-05,-0.004509568124534003,1.0235046719796805
2.792178680052741e-05,-0.0044239755835150775,1.0235054043489804
2.7825384562765034e-05,-0.0043389793929238425,1.0235054043489804
2.770954176919373e-05,-0.0042548177808421845,1.0235052711909258
2.7586130406392888e-05,-0.0041713711130805095,1.0235054043489804
2.7459457955373678e-05,-0.004088878397943679,1.0235054043489804
2.7324058791645503e-05,-0.004007339375357368,1.0235052711909258
2.7192032466822308e-05,-0.00392651529709104,1.0235058704021711
2.7044875099032027e-05,-0.0038472412618029226,1.0235058704021711
2.6896319831743776e-05,-0.0037686821708347884,1.0235058704021711
2.674462132241577e-05,-0.00369131552064771,1.0235058704021711
2.6566383040933057e-05,-0.0036149023029368264,1.0235058704021711
2.6407349622902057e-05,-0.00353956215189173,1.0235058704021711
2.622072800809288e-05,-0.0034655330355199826,1.0235058704021711
2.601583007644619e-05,-0.003392576985814023,1.0235058704021711
2.5818966003251473e-05,-0.0033206937426995256,1.0235054043489804
2.5626407379237266e-05,-0.0032500026802917592,1.0235052711909258
2.5417551441453892e-05,-0.003180503798590724,1.0235052711909258
2.5203339598035866e-05,-0.0031120774634068255,1.0235058704021711
2.4978651635705757e-05,-0.003044962683044926,1.0235052711909258
2.4751984670307304e-05,-0.0029789207092744898,1.0235051380328712
2.4527646182851684e-05,-0.0029141900302517266,1.0235046719796805
2.430971202565419e-05,-0.0028504130437794835,1.0235054043489804
2.407035627774876e-05,-0.002787828238013971,1.0235046719796805
2.3837171199574908e-05,-0.002726316238839921,1.023504538821626
2.3595604819905253e-05,-0.002665877306331659,1.023504538821626
2.335857958177332e-05,-0.0026067494084967453,1.023504538821626
2.3122135447211765e-05,-0.0025485752032123514,1.023504538821626
2.2876029957835054e-05,-0.002491593178634688,1.023504538821626
2.2620378927991117e-05,-0.0024355648466075444,1.0235046719796805
2.2369616482728736e-05,-0.0023806093211718635,1.023504538821626
2.211803927336943e-05,-0.002326845976442913,1.0235042059264898
2.185773128763983e-05,-0.0022739169501492145,1.0235042059264898
2.1601846597269348e-05,-0.0022221803646365716,1.0235046719796805
2.133647528952095e-05,-0.0021713970815629606,1.0235042059264898
2.108059059915047e-05,-0.002121567621077032,1.0235042059264898
2.081603608732966e-05,-0.0020728109671825654,1.0235042059264898
2.0556309205170434e-05,-0.00202476964771957,1.0235042059264898
2.0310555222498877e-05,-0.001977920378926143,1.0235042059264898
2.0055310558788074e-05,-0.0019319056886422923,1.0235042059264898
1.977789049519238e-05,-0.0018868445608717988,1.0235042059264898
1.9529749111488687e-05,-0.0018424986374956137,1.0235042059264898
1.9259897617122534e-05,-0.0017993448948261592,1.0235042059264898
1.898218700174165e-05,-0.0017566679984319647,1.023503739873299
1.8707560705311224e-05,-0.0017153023967854438,1.0235042059264898
1.8439690245844078e-05,-0.0016744136414141829,1.0235042059264898
1.8178449649838943e-05,-0.001634478448556279,1.0235042059264898
1.7934091534834686e-05,-0.0015953778342079515,1.0235043390845442
1.7660166219983907e-05,-0.0015571116683320378,1.0235043390845442
1.7404633036318584e-05,-0.0015195607068504329,1.0235042059264898
1.7152011465997132e-05,-0.0014826058357221932,1.02350347355719
1.6907421722296993e-05,-0.0014466046571444732,1.023503739873299
1.664350622122053e-05,-0.0014113186829610613,1.0235043390845442
1.6388382451434335e-05,-0.001376628799131015,1.0235036067152445
1.6137505207739343e-05,-0.0013426541196952771,1.0235036067152445
1.5894602899407025e-05,-0.001309514018769116,1.0235036067152445
1.5641632870126413e-05,-0.0012769698781591573,1.023503739873299
1.53876723233963e-05,-0.0012450216978654016,1.0235030075039993
1.5142500460210452e-05,-0.0012139080960812225,1.0235030075039993
1.4888714650917585e-05,-0.001183271340572303,1.0235036067152445
1.4653264081551532e-05,-0.001153349789457692,1.0235030075039993
1.440387210607313e-05,-0.001124262686815495,1.0235030075039993
1.4160476062889058e-05,-0.0010954140723295094,1.0235030075039993
1.3927267618662549e-05,-0.0010670423041187834,1.0235030075039993
1.3687072724692208e-05,-0.0010396241634399955,1.0235030075039993
1.3449118939946076e-05,-0.0010126828690364678,1.0235030075039993
1.3232237271033387e-05,-0.0009862184209081996,1.0235030075039993
1.29997846678145e-05,-0.0009603499981147155,1.0235030075039993
1.2779409266072229e-05,-0.0009350776006560156,1.0235025414508085
1.2558220116148365e-05,-0.0009101628704130512,1.0235025414508085
1.2336653045720692e-05,-0.0008858441655048709,1.0235025414508085
1.211403653475421e-05,-0.0008620023068719502,1.023502408292754
1.189200315918877e-05,-0.0008385181154547652,1.0235025414508085
1.1679225788220693e-05,-0.0008157491284318885,1.0235025414508085
1.1479950947941185e-05,-0.0007935761667437959,1.0235025414508085
1.1266734701549328e-05,-0.0007150172708314056,1.0235020753976176
1.1065365043853537e-05,-0.000580310798813766,1.0235008769751273
1.0886782367072996e-05,-0.0003949403528192023,1.0234998782897184
1.0730633132671884e-05,-0.0001645088115634356,1.0234977477608462
1.0623639977564815e-05,0.00010550021469788628,1.0234956172319742
1.0552132745033303e-05,0.0004094838716310101,1.0234930206499115
1.051623436083262e-05,0.0007436275271983428,1.0234896251195216
1.05222628024176e-05,0.0011025666364212435,1.0234860964310772
1.0558298335188215e-05,0.0014840363745479725,1.0234817022152787
1.06236735027708e-05,0.0018829106766287775,1.0234775077365617
1.069399719393957e-05,0.0022972820275254566,1.0234733132578449
1.0776023213827146e-05,0.0027238130234598416,1.0234684529888554
1.0870102053223352e-05,0.003159522822553618,1.0234631932457026
1.096825674493485e-05,0.003602743048010608,1.0234579335025495
1.1082363339202355e-05,0.004051208192383968,1.023452474022315
1.117400398179978e-05,0.004502892016606041,1.023446615067917
1.1278686945440008e-05,0.004955649167568227,1.0234407561135186
1.1342044505171601e-05,0.005408286684340819,1.0234343645269024
1.1377697037861742e-05,0.0058594937923247955,1.0234283724144497
1.1403806061915329e-05,0.00630795919677248,1.0234221805649153
1.1386376002550061e-05,0.006752609831018087,1.0234156558202447
1.132959852642917e-05,0.007192134400313942,1.0234093308126557
1.125489420834526e-05,0.007626771652890581,1.0234028726470124
1.1098464581312288e-05,0.00805449456945737,1.0233965476394233
1.090431503388688e-05,0.008474707059660948,1.0233894902625347
1.0664296909184448e-05,0.008887409643649962,1.0233830986759185
1.0394939149670049e-05,0.009291768002989162,1.023376906826384
1.0065274624168525e-05,0.009686946778945993,1.0233698494494952
9.692765901335798e-06,0.010073065605710052,1.0233635244419064
9.272287688317767e-06,0.01045024307717363,1.0233571994343174
8.797787161561465e-06,0.010817169459035004,1.0233508078477012
8.281370984088162e-06,0.011173963345186468,1.0233437504708125
7.698823290066986e-06,0.011520742289223012,1.0233374254632235
7.0687688552946076e-06,0.011856913321683175,1.02333096729758
6.398194637472528e-06,0.01218235472778276,1.023324642289991
5.681976867619647e-06,0.012497662597875133,1.0233181175453205
4.913128588034464e-06,0.012801765425740458,1.0233122585909222
4.095376176157778e-06,0.0130952593017321,1.0233059335833334
3.2468808964156606e-06,0.01337814214525546,1.0233001412079625
2.362985284964776e-06,0.013650297443012842,1.0232942822535642
1.4278555394065573e-06,0.013911246658245877,1.0232884232991661
4.782820810986156e-07,0.01416218197166129,1.0232826975028224
-5.323060139519485e-07,0.014402269064823838,1.023276771969397
-1.5978548745294805e-06,0.014631389343841221,1.0232707798569443
-2.6629447001133465e-06,0.014850734989420173,1.0232655201137915
-3.7285067993375593e-06,0.01505899314636707,1.023259594580366
-4.793143907651235e-06,0.015257714897957419,1.0232543348372132
-5.8591834870818756e-06,0.015445827697674086,1.0232490750940602
-6.924762856866747e-06,0.01562416482365502,1.02324374877188
-7.98941469595275e-06,0.015792488047818336,1.0232389550819179
-9.054537411795515e-06,0.01595127486662511,1.0232336287597377
-1.012059629361748e-05,0.016099809555532377,1.0232288350697756
-1.1718514281887011e-05,0.016240000019789827,1.0232240413798135
-1.2783183391533672e-05,0.016369818719958185,1.023219181110824
-1.3848319822233431e-05,0.016491411789369016,1.0232145205789165
-1.4914391910954722e-05,0.016603230225341416,1.0232097268889542
-1.5979068132008713e-05,0.016706466208582117,1.0232053326731556
-1.70442116741158e-05,0.016801237292686108,1.0232006055622207
-1.8642145917030658e-05,0.016887664152140287,1.023196144767395
-1.970775779610618e-05,0.01696538788437587,1.0231926160789504
-2.077243706490617e-05,0.017035006660340822,1.023188288442179
-2.183711836553682e-05,0.017096876261712027,1.023184027384435
-2.2903191470173447e-05,0.017150758460407596,1.0231801658008544
-2.3967870738973433e-05,0.017197608249349672,1.0231759047431102
-2.5033011233334523e-05,0.017236470635616112,1.0231723094756386
-2.6099082306140482e-05,0.017268418165724057,1.0231686476291397
-2.7164686057893343e-05,0.017292855789617437,1.0231649192036136
-2.822935516754e-05,0.017310975688002984,1.0231617234103056
-2.8761690738278666e-05,0.01732170531436356,1.0231579949847796
-2.9827751651931293e-05,0.01732647299689318,1.0231546660334168
-3.0892877923477726e-05,0.01732432790385891,1.0231516033981634
-3.195753484214039e-05,0.0173158640450195,1.0231482744468008
-3.249032554294816e-05,0.0173020353729998,1.023144679179329
-3.3555902880902367e-05,0.01728176934128268,1.0231419494392118
-3.4621947539909666e-05,0.01725613953668257,1.0231389533829853
-3.515425872868034e-05,0.01722478809692799,1.0231360904848135
-3.568656585378969e-05,0.017187952209803535,1.0231328946915055
-3.67521310007599e-05,0.01714587114368838,1.0231308307416607
-3.7283495356440385e-05,0.017099022395043604,1.023127768106407
-3.834951969714103e-05,0.01704692742711083,1.0231249717872626
-3.888134324655195e-05,0.016990422638919915,1.023122242047145
-3.9414093310746404e-05,0.01692855303754871,1.0231196454650824
-3.994824127443883e-05,0.016863106894057314,1.0231175815152376
-4.048098321131062e-05,0.016792773433846702,1.0231149849331747
-4.101279456973755e-05,0.016718743797326303,1.023112721246248
-4.1545995700339775e-05,0.016640542568629648,1.023110590717376
-4.2078729509888905e-05,0.016557811885485257,1.023107927556286
-4.26109919347236e-05,0.01647210075057404,1.023105797027414
-4.3143250295896975e-05,0.01638257380516344,1.0231036664985418
-4.367643923551521e-05,0.01629006744828332,1.0231020020228605
-4.420868946936591e-05,0.01619350809311923,1.0230998714939885
-4.420908770817638e-05,0.016093968286188316,1.0230976743860891
-4.474132981470442e-05,0.015991805889762054,1.0230956770152717
-4.527450656333867e-05,0.015886186585405193,1.0230940125395904
-4.527396203272027e-05,0.01577818291963487,1.0230924812219635
-4.580713065403185e-05,0.01566672234593395,1.023090284114064
-4.580658612341346e-05,0.015553949957336702,1.0230893520076827
-4.63397506810637e-05,0.015437721701106157,1.0230870883207561
-4.6339198023122644e-05,0.015319465905436331,1.0230855570031294
-4.633911268623469e-05,0.015199063976434928,1.0230839591064753
-4.6872269116562274e-05,0.015076755182481137,1.0230828938420393
-4.687172052228255e-05,0.014952539523574955,1.023081229366358
-4.687162705807193e-05,0.014825819869065721,1.0230798312067857
-4.6872009042237073e-05,0.014697908033849755,1.0230779004149952
-4.687191557802645e-05,0.014567970739789108,1.0230765022554231
-4.6871826177477165e-05,0.014436482362452948,1.0230753038329325
-4.687127351953611e-05,0.01430380284470736,1.0230743051475237
-4.6871647376378584e-05,0.014169573283983562,1.023073373041142
-4.68715579758293e-05,0.014033793680281554,1.0230717085654608
-4.687146857528001e-05,0.013896821895872814,1.0230706433010248
-4.687184649578382e-05,0.013759015793028823,1.0230695780365888
-4.687175709523453e-05,0.013620375371749581,1.02306857935118
-4.687213095207701e-05,0.013480424175871315,1.0230674475077168
-4.6872045615189056e-05,0.013339876889639685,1.023066448822308
-4.6871488893586665e-05,0.013198613878865095,1.0230655167159264
-4.687233413514357e-05,0.01305639691546566,1.0230647843466267
-4.63390232856854e-05,0.012913107405549087,1.0230631198709454
-4.633893794879744e-05,0.012769936489524809,1.0230626538177547
-4.633978319035435e-05,0.01262593229536258,1.0230615885533185
-4.580694372561061e-05,0.012482165288984935,1.0230605232888825
-4.5806391067669555e-05,0.012337803232551224,1.0230600572356918
-4.580631385810426e-05,0.01219248722349267,1.023059324866392
-4.5273941714413614e-05,0.012047529076705596,1.0230583261809834
-4.5274327762240086e-05,0.011902212027349741,1.0230578601277924
-4.5273783231621695e-05,0.011757253880562667,1.0230566617053019
-4.474142327891504e-05,0.011611818237314518,1.0230561956521111
-4.474088281195798e-05,0.011466502228255964,1.0230557295989204
-4.4207592280806463e-05,0.011321663715658483,1.0230552635457297
-4.4208917034400464e-05,0.011176704528574107,1.0230540651232392
-4.3675630566910276e-05,0.011031864975679326,1.0230535990700484
-4.3676024742059414e-05,0.010886906828892252,1.0230528667007486
-4.314320965928366e-05,0.010742663366350835,1.0230524006475579
-4.261086596122233e-05,0.010598777766080897,1.0230514685411762
-4.2610800942641034e-05,0.010455011800000554,1.0230514685411762
-4.207752666613484e-05,0.010311722290083982,1.023050869329931
-4.207746571121487e-05,0.01016890923633118,1.0230502701186857
-4.1545593397867975e-05,0.010026693313229047,1.023049804065495
-4.101232724868444e-05,0.00988554889634675,1.023049271433277
-4.1012270357425805e-05,0.009744524113654047,1.023049271433277
-4.0479471529295376e-05,0.009603857193232822,1.0230488053800861
-3.9946676764826275e-05,0.009463786363164963,1.0230482061688408
-3.994662393722897e-05,0.009324788079614241,1.0230482061688408
-3.94147678785274e-05,0.009186267292524593,1.0230476069575958
-3.888174961268508e-05,0.009048342595788308,1.0230471409044049
-3.8881696785087774e-05,0.00891137081137957,1.0230466748512141
-3.834961316135165e-05,0.008774995117324196,1.0230465416931596
-3.781659895917066e-05,0.008639812124124202,1.02304580932386
-3.78167858875919e-05,0.008505105587087981,1.0230459424819145
-3.7284474698821224e-05,0.008371948572881321,1.0230456095867781
-3.67514686239629e-05,0.008239269055135733,1.0230456095867781
-3.675189124474135e-05,0.00810718510759486,1.0230450103755329
-3.6218889233544354e-05,0.007976054592530181,1.0230450103755329
-3.568635047973913e-05,0.007846712868674248,1.0230445443223422
-3.515358416089935e-05,0.007717251510628722,1.0230446774803965
-3.5153315959251486e-05,0.007589578423643293,1.0230445443223422
