ts,x,y,z
2.055,-0.1387421615125993,0.09543739876071033,0.0415841456995765
3.06,-0.044606736217420576,-0.0203629697663789,0.025288848052900582
4.065,2.2267528840562965,-0.21048340252054282,0.05899226984770323
5.07,6.965167724969258,-0.4040960055492726,0.1235409919184294
6.075,13.232059027326937,-0.4484659133015533,-0.036060966318597704
7.08,20.32498024051131,-0.6564026105847691,0.12142556765699837
8.085,28.312932021572717,-0.8739484822063922,-0.002425507034948788
9.09,38.17618150586293,-1.2591135740257633,0.08070959704196769
10.095,48.6561247207276,-1.4495519353704007,-0.16413154964913756
11.1,53.84399023458696,2.8228922953465423,-0.09367297667385002
12.105,57.981377871964966,9.45257689147612,-0.009666461734558178
13.11,63.01584759438477,18.129146132388946,-0.06083063279908721
14.115,68.63192948417742,26.967390137326575,0.10098256050655051
15.12,73.00788917671422,33.43848396158884,-0.19632303456275096
16.12,79.84071319080276,34.31620960194446,-0.19445568089172316
17.125,89.09559591421592,33.179329647914436,0.13080199269429088
18.13,99.19066698639357,33.61521540249862,-0.0707319641968188
19.135,103.84452710505866,38.76167963562812,0.18325886906724115
20.14,108.22386296867431,44.91380421467287,-0.19314387392443855
21.145,113.78645466500416,52.10345819407196,0.024312098606622683
22.15,115.85071349569161,61.372034089638596,-0.12034611602739792
23.155,114.78605555970229,68.87301530136426,-0.15984848423239828
24.16,113.6127946026443,76.37124614430078,-0.03256706708210929
25.165,112.3764862999605,85.50250990028512,0.06913103071868426
26.17,110.26369923841419,96.08734921185335,-0.09374251005532393
27.175,102.58375170255142,103.71293558646603,0.02140673229383261
28.18,93.13277972539832,111.08754451518298,-0.04542142149731864
29.185,83.03840798045569,119.1741547406274,-0.06580420298069614
30.19,72.14766353695002,127.50305899407451,0.09681453081689234
31.195,59.342501599258505,129.99463927379793,-0.015278960788180314
32.2,45.81502644073607,130.19137378449412,0.15303556501545404
33.205,31.607743286818113,130.20807164924238,-0.03110535047597228
34.21,17.126056748475673,130.99330214605504,-0.11162116177722198
35.215,7.634143712719695,138.80081452102246,0.08850963369605512
36.22,4.782494884326682,150.14951439830753,0.13808363094403145
37.225,9.815851368600327,160.19985083793037,-0.018541239068673675
38.23,17.349704594912634,169.785481025802,-0.09323318293142108
39.235,25.443199607350362,180.3816568495966,0.09444456424831275
40.24,34.531151275384595,190.3853273066151,0.1277322244423093
41.245,46.595606146373804,193.70090478252195,-0.05276433930834421
42.25,59.97074544696127,195.65473981502893,0.0349500049541421
43.255,73.84960907845584,197.58849776026727,-0.07319107044803683
44.26,87.82605278948405,197.42315497604773,0.1250001502159585
45.265,98.60072489959758,190.05986906011472,-0.06850709832656328
46.27,109.6921162389701,181.44029489507076,0.07071922185715833
47.275,120.99400698029028,172.72774745838132,-0.055551127581844995
48.28,132.56928702826966,163.53189606614163,-0.1297856807093821
49.285,137.80650523986077,151.03786797334132,0.1249844128230391
50.29,139.93687868875674,137.22556780655705,0.16969286464654956
51.295,142.31722441620477,122.564857457278,0.06577339345941326
52.3,145.04772203779277,107.80682682604062,-0.025680658881721635
53.305,148.00845367618982,93.3985361517208,-0.04356920468849343
54.31,157.56452411736203,84.77733835493565,-0.06021132544919097
55.315,169.9736401929593,81.73510747914293,-0.20971610372733604
56.32,181.89719143065608,78.81402748864994,0.03183148457091277
