x,y,z
-9.72746420302449e-05,7.790367817506361e-05,0.003623962402343827
-9.536734069115686e-05,7.522176019847553e-05,0.003623962402343827
-9.346003935206881e-05,7.337221177295006e-05,0.0034332275390625733
-8.964534572441458e-05,7.039343472569705e-05,0.0033378601074216495
-8.964525477495236e-05,6.789050530642416e-05,0.003337860107421946
-8.773795343586431e-05,6.45508407615139e-05,0.0031471252441406922
-8.583056114730608e-05,6.306217983365193e-05,0.0031471252441406922
-8.20159584691227e-05,6.097543518989867e-05,0.0029563903808591755
-8.201586751965981e-05,5.924666766077406e-05,0.002861022949218811
-7.820126484148371e-05,5.686306394636752e-05,0.002861022949218811
-7.820121936674862e-05,5.6206772569568165e-05,0.002670288085937557
-7.629382707818362e-05,5.388283170759314e-05,0.0026702880859373196
-7.438652573910235e-05,5.239271558821313e-05,0.00257492065429693
-7.24792244000143e-05,5.102192517370095e-05,0.002479553222656303
-7.057183211145607e-05,4.893518052995309e-05,0.0023841857910156757
-6.866448529763294e-05,4.804169293493135e-05,0.002288818359375049
-6.866448529762684e-05,4.6253262553360915e-05,0.002384185791015464
-6.67571384838098e-05,4.392786649987195e-05,0.002193450927734422
-6.484978030130289e-05,4.3571344576776956e-05,0.0020980834960937947
-6.294243917182164e-05,4.2379542719573684e-05,0.0020980834960937947
-6.294244769832888e-05,4.041066858917202e-05,0.0019073486328123712
-6.103509804234039e-05,3.957829903811301e-05,0.0020027160644531675
-6.103510088451133e-05,3.963650669902648e-05,0.0019073486328125408
-5.912775122851725e-05,3.826717147603712e-05,0.0019073486328125408
-5.722039304600526e-05,3.725290298461663e-05,0.0017166137695311342
-5.531308033823852e-05,3.576278686523514e-05,0.0018119812011719136
-5.531303486350343e-05,3.498716978356317e-05,0.0017166137695312866
-5.3405688049680295e-05,3.3795367926359895e-05,0.0015258789062500325
-5.149840944795522e-05,3.290188033133523e-05,0.0016212463378905155
0.0,0.0,0.0
0.0,0.0,0.0
-1.5258774510585097e-05,9.477662388235532e-06,0.0002861022949218811
-1.3351427696760774e-05,6.9732777774329244e-06,0.0002861022949218557
-1.5258729035850008e-05,8.345523383468567e-06,0.00019073486328125407
-1.5258774510585097e-05,9.476207196712695e-06,0.0002861022949218811
-1.907351361296646e-05,1.019216142594836e-05,0.00038146972656250813
-2.0980814952052645e-05,1.1504744179546057e-05,0.0002861022949218557
-2.0980814952054508e-05,1.2695090845227513e-05,0.0004768371582031352
-2.2888161765877645e-05,1.204025465995099e-05,0.00038146972656250813
-2.2888161765877645e-05,1.3172393664717955e-05,0.0005722045898437623
-2.4795463104965694e-05,1.323205651715426e-05,0.0004768371582031352
-2.479555405443367e-05,1.3769022189079785e-05,0.0004768371582030928
-2.8610202207347057e-05,1.4781835488975363e-05,0.0005722045898437623
-2.670285539352392e-05,1.4841498341411669e-05,0.0004768371582031352
-2.8610202207347057e-05,1.6034755390137776e-05,0.0005722045898437623
-2.8610202207344516e-05,1.6450940165667615e-05,0.0005722045898437114
-2.8610247682082145e-05,1.6212288755923855e-05,0.0005722045898437623
-3.0517458071700016e-05,1.6628473531455157e-05,0.0006675720214843892
-2.8610247682082145e-05,1.704756869003213e-05,0.0005722045898437623
-3.0517549021167483e-05,1.6152625903486115e-05,0.0005722045898437114
-3.0517549021170194e-05,1.6570265870541687e-05,0.0006675720214843892
-3.0517549021170194e-05,1.692824298515952e-05,0.0005722045898437623
-3.0517549021170194e-05,1.722510205581821e-05,0.0006675720214843892
-3.0517549021167483e-05,1.7047568690030615e-05,0.0006675720214843299
-3.0517549021170194e-05,1.7046113498509293e-05,0.0006675720214843892
-2.8610247682082145e-05,1.6867124941200377e-05,0.0006675720214843892
-3.0517458071700016e-05,1.6570265870541687e-05,0.0006675720214843892
-3.0517549021167483e-05,1.6747799236326278e-05,0.0006675720214843299
-3.0517549021170194e-05,1.6987905837595825e-05,0.0006675720214843892
-2.8610247682082145e-05,1.71057763509456e-05,0.0005722045898437623
-2.8610247682082145e-05,1.6570265870541687e-05,0.0006675720214843892
-2.8610156732609427e-05,1.6689591575412814e-05,0.0004768371582030928
-2.8610156732611968e-05,1.6749254427850602e-05,0.0006675720214843892
-2.8610247682082145e-05,1.615262590348755e-05,0.0005722045898437623
-2.8610247682082145e-05,1.5734985936433412e-05,0.0006675720214843892
-2.6702764444053742e-05,1.573644112795625e-05,0.0004768371582031352
-2.8610247682079604e-05,1.5734985936432016e-05,0.0006675720214843299
-2.670285539352392e-05,1.5139812603593196e-05,0.0005722045898437623
-2.670285539352392e-05,1.4543184079230142e-05,0.0006675720214843892
-2.6702946342994097e-05,1.4544639270752978e-05,0.0005722045898437623
-2.4795372155493314e-05,1.448352122679255e-05,0.0005722045898437114
-2.670285539352392e-05,1.442385837435753e-05,0.0005722045898437623
-2.479555405443587e-05,1.4246325008571451e-05,0.0006675720214843892
-2.479555405443587e-05,1.4185206964612309e-05,0.0004768371582031352
-2.479555405443367e-05,1.4067336451261285e-05,0.0005722045898437114
-2.288797986693729e-05,1.3886892702430783e-05,0.0005722045898437623
-2.479555405443587e-05,1.3709359336644704e-05,0.0004768371582031352
-2.098076947731942e-05,1.3590033631772093e-05,0.0005722045898437623
-2.2888343664815967e-05,1.3351382222025685e-05,0.0004768371582030928
-2.2888161765877645e-05,1.4305987861007757e-05,0.0005722045898437623
-2.0980587578379065e-05,1.2874079402536428e-05,0.0005722045898437623
-2.2888343664818e-05,1.2575765140354901e-05,0.0004768371582031352
-1.90733771887595e-05,1.2398231774567721e-05,0.0004768371582030928
-2.0980951376259774e-05,1.2756208889186655e-05,0.0004768371582031352
-2.098076947731942e-05,1.1801603250205768e-05,0.0004768371582031352
-1.9073377188761194e-05,1.1920928955078379e-05,0.0004768371582031352
-2.0980769477317556e-05,1.2277450878172284e-05,0.0004768371582030928
-1.907355908770155e-05,1.1920928955078379e-05,0.0004768371582031352
-1.9073377188761194e-05,1.084845280274772e-05,0.0004768371582031352
-1.907355908770155e-05,1.0729127097875109e-05,0.0004768371582031352
-1.907355908770155e-05,1.1980591807514685e-05,0.00038146972656250813
-1.7165984900201443e-05,1.0908115655183055e-05,0.00038146972656247425
-1.7166166799143323e-05,1.060834620147966e-05,0.0004768371582031352
-1.9073377188761194e-05,1.0788789950311414e-05,0.00038146972656250813
-1.7166166799143323e-05,1.0251824278384666e-05,0.0004768371582031352
-1.7166166799141798e-05,9.835639502852491e-06,0.00038146972656247425
-1.5258774510585097e-05,9.298673830926617e-06,0.0002861022949218811
-1.5258774510585097e-05,9.595532901585307e-06,0.00038146972656250813
-1.5258774510585097e-05,8.821371011436174e-06,0.00038146972656250813
-1.5258774510583742e-05,9.00035956874429e-06,0.00038146972656247425
-1.5258774510585097e-05,9.65665094554445e-06,0.00038146972656250813
-1.5258774510585097e-05,9.177892934531168e-06,0.0002861022949218811
-1.5258774510585097e-05,8.584174793213789e-06,0.00038146972656250813
-1.5258774510583742e-05,8.523056749253889e-06,0.00038146972656247425
-1.3351564120967226e-05,8.106871973723346e-06,0.0002861022949218811
-1.5258592611644742e-05,8.045753929764203e-06,0.00038146972656250813
-1.3351382222026871e-05,8.226197678595958e-06,0.00019073486328125407
-1.1443989933467629e-05,7.98609107732719e-06,0.00038146972656247425
-1.3351564120967226e-05,8.642382454127258e-06,0.00019073486328125407
-1.3351382222026871e-05,7.92788341641443e-06,0.00038146972656250813
-1.3351382222026871e-05,8.04720912128704e-06,0.0002861022949218811
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
-1.1444171832407984e-05,6.555637810378825e-06,0.00019073486328123713
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
-2.0980769477317556e-05,1.1445081327109756e-05,0.00038146972656247425
0.0,0.0,0.0
-1.1444171832409e-05,6.853952072560933e-06,0.00019073486328125407
0.0,0.0,0.0
-1.1443989933467629e-05,7.092603482305525e-06,0.0002861022949218557
0.0,0.0,0.0
-1.3351564120967226e-05,7.808557711541819e-06,0.00019073486328125407
0.0,0.0,0.0
-1.5258774510583742e-05,8.94069671630799e-06,0.0002861022949218557
0.0,0.0,0.0
0.0,0.0,0.0
-2.2888161765877645e-05,1.2099917512387295e-05,0.0002861022949218811
0.0,0.0,0.0
-1.5258774510585097e-05,9.298673830926617e-06,0.0002861022949218811
0.0,0.0,0.0
-1.5258774510585097e-05,8.642382454127258e-06,0.00019073486328125407
0.0,0.0,0.0
-1.5258774510585097e-05,9.179348126054007e-06,0.0002861022949218811
0.0,0.0,0.0
-1.5258774510585097e-05,8.88103386387248e-06,0.0002861022949218811
0.0,0.0,0.0
-1.5258774510583742e-05,9.23901097848949e-06,0.0002861022949218557
0.0,0.0,0.0
-1.3351200323086517e-05,8.403731044382036e-06,0.0002861022949218811
0.0,0.0,0.0
-1.5258956409524096e-05,9.23901097848949e-06,0.00019073486328123713
0.0,0.0,0.0
-1.3351382222026871e-05,8.523056749254646e-06,0.0002861022949218811
0.0,0.0,0.0
-1.1443989933467629e-05,9.834184311329654e-06,0.00019073486328123713
0.0,0.0,0.0
-1.3351564120967226e-05,8.106871973723346e-06,0.0002861022949218811
0.0,0.0,0.0
-9.536597644909573e-06,7.510243449359625e-06,0.0002861022949218557
0.0,0.0,0.0
0.0,0.0,0.0
-1.7166166799143323e-05,1.1682277545333158e-05,0.0002861022949218811
0.0,0.0,0.0
-1.1444171832409e-05,7.748894859105515e-06,0.00019073486328125407
